ID	Error	Mod1	Mod2	Abund1	Abund2	q1	q2	MissPeaks1	MissPeaks2
45	873287.2850499359	<phosphorylation,1>	<phosphorylation,3>	0.23	0.77	15407.57962	51581.89698	[7]	[7]
46	577020.3308104717	<phosphorylation,5><phosphorylation,6><Oxidation,7>	<phosphorylation,6><Oxidation,7><phosphorylation,9>	0.23	0.77	2932.35797	9817.02453	[13]	[13]
47	1024356.1247896784	<phosphorylation,9>	<phosphorylation,12>	0.23	0.77	4850.52233	16238.70518	[]	[]
48	701631.995787963	<phosphorylation,7>	<phosphorylation,5>	0.23	0.77	9181.47679	30737.98751	[8]	[8]
49	135150.69788347738	<phosphorylation,16>	<phosphorylation,17>	0.23	0.77	968.33655	3241.82235	[]	[]
50	190933.73061985505	<phosphorylation,6>	<phosphorylation,8>	0.23	0.77	3336.45965	11169.88665	[]	[]
51	246017.72988721172	<phosphorylation,13><phosphorylation,19>	<phosphorylation,16><phosphorylation,19>	0.23	0.77	1292.96108	4328.60882	[]	[]
52	768922.9441397394	<phosphorylation,4>	<phosphorylation,6>	0.23	0.77	4625.81074	15486.40986	[]	[]
53	1002410.6294471882	<phosphorylation,4>	<phosphorylation,1>	0.23	0.77	13400.4762	44862.4638	[]	[]
54	1204545.7771487702	<phosphorylation,3>	<phosphorylation,2>	0.23	0.77	12691.34652	42488.42097	[]	[]
55	226059.8677294653	<phosphorylation,13><Oxidation,21>	<phosphorylation,17><Oxidation,21>	0.23	0.77	873.50605	2924.34635	[7,9]	[7,9]
56	4408116.287306574	<phosphorylation,11><phosphorylation,12>	<phosphorylation,12><phosphorylation,13>	0.23	0.77	27923.2535	93482.1965	[]	[]
57	340765.08660689375	<phosphorylation,3>	<phosphorylation,6>	0.23	0.77	4701.27845	15739.06265	[]	[]
58	403588.46166869	<phosphorylation,1>	<phosphorylation,3>	0.23	0.77	3063.52157	10256.13743	[]	[]
59	66186.7442863116	<Oxidation,1><phosphorylation,4>	<phosphorylation,7><Oxidation,10>	0.23	0.77	648.82232	2172.14428	[9]	[]
60	1505951.5233566023	<phosphorylation,7>	<phosphorylation,10>	0.23	0.77	11787.454	39462.346	[]	[]
61	2361366.172964536	<phosphorylation,11>	<phosphorylation,13>	0.23	0.77	10647.61124	35646.35066	[5]	[5]
62	1027201.3396314966	<phosphorylation,2>	<phosphorylation,1>	0.23	0.77	7815.15238	26163.77102	[2]	[2]
63	223873.47377415377	<phosphorylation,2><phosphorylation,3>	<phosphorylation,3><phosphorylation,5>	0.23	0.77	2551.79142	8542.95388	[]	[]
64	68655.5903824092	<phosphorylation,6>	<phosphorylation,8>	0.23	0.77	3328.67725	11143.83255	[]	[]
65	698861.7964992836	<phosphorylation,11>	<phosphorylation,9>	0.23	0.77	6250.07262	20924.15618	[]	[9]
66	241739.52391236942	<phosphorylation,7>	<phosphorylation,5>	0.23	0.77	8817.55844	29519.65216	[8]	[8]
67	258282.6778053526	<phosphorylation,4>	<phosphorylation,5>	0.23	0.77	2831.48941	9479.3341	[]	[]
68	897445.425649548	<phosphorylation,7>	<phosphorylation,5>	0.23	0.77	4659.70011	15599.86559	[]	[]
69	1171107.6481257505	<phosphorylation,2>	<phosphorylation,1>	0.23	0.77	7191.26554	24075.10636	[12,13]	[12,13]
70	140704.28274972845	<phosphorylation,2><Oxidation,4>	<phosphorylation,1><Oxidation,4>	0.23	0.77	1876.01593	6280.57507	[]	[]
71	133712.11577297896	<phosphorylation,4><phosphorylation,6>	<phosphorylation,6><phosphorylation,7>	0.23	0.77	899.44377	3011.18133	[1,7,8]	[1,7,8]
72	473501.37368825905	<Oxidation,3><phosphorylation,6>	<Oxidation,3><phosphorylation,7>	0.23	0.77	4531.55989	15170.87441	[]	[]
73	524675.8832904742	<phosphorylation,14>	<phosphorylation,18>	0.23	0.77	2302.30727	7707.72433	[]	[]
74	258342.01121611346	<phosphorylation,2>	<phosphorylation,3>	0.23	0.77	3514.01859	11764.32311	[]	[]
75	4467740.5952861495	<phosphorylation,2>	<phosphorylation,1>	0.23	0.77	30776.22523	103033.44967	[]	[]
76	357370.3940693608	<phosphorylation,4>	<phosphorylation,2>	0.23	0.77	4902.27405	16411.96095	[]	[]
77	184531.3042954088	<phosphorylation,1>	<phosphorylation,2>	0.23	0.77	1768.98994	5922.27066	[7]	[7]
78	889067.8373620482	<phosphorylation,5>	<phosphorylation,7>	0.23	0.77	13929.06128	46632.07472	[]	[]
79	2982503.532569603	<phosphorylation,9>	<phosphorylation,7>	0.23	0.77	19788.2504	66247.6209	[]	[]
80	158777.00103523504	<phosphorylation,12>	<phosphorylation,18>	0.23	0.77	1023.87936	3427.77004	[20]	[15,20]
81	793650.9064943717	<phosphorylation,5>	<phosphorylation,7>	0.23	0.77	7897.05145	26437.95485	[13]	[13]
82	510293.7498422092	<phosphorylation,4>	<phosphorylation,2>	0.23	0.77	3969.67888	13289.79452	[3]	[]
83	151902.0033496299	<phosphorylation,6>	<phosphorylation,9>	0.23	0.77	1933.28579	6472.30461	[]	[]
84	519121.9259198914	<phosphorylation,3>	<phosphorylation,1>	0.23	0.77	5006.17368	16759.79883	[11]	[11]
85	811833.4186806111	<phosphorylation,3>	<phosphorylation,6>	0.23	0.77	4464.43793	14946.16177	[]	[]
86	1282479.2691445553	<phosphorylation,8>	<phosphorylation,6>	0.23	0.77	4946.82949	16561.12481	[]	[]
87	290086.3538770533	<phosphorylation,6>	<phosphorylation,10>	0.23	0.77	995.00061	3331.08899	[4,24]	[4,24]
88	470773.22829089675	<phosphorylation,3>	<phosphorylation,4>	0.23	0.77	5493.3536	18390.7925	[]	[]
89	178626.91768310618	<phosphorylation,11>	<phosphorylation,9>	0.23	0.77	1908.53968	6389.45892	[]	[]
90	1630152.1771539706	<phosphorylation,1>	<phosphorylation,5>	0.23	0.77	15570.31403	52126.70348	[9]	[9]
91	110669.82117984576	<phosphorylation,2><Oxidation,4>	<phosphorylation,2><Oxidation,5>	0.23	0.77	5948.24418	19913.68702	[]	[]
92	92262.22506812021	<phosphorylation,1>	<phosphorylation,3>	0.23	0.77	1883.22362	6304.70518	[6,14]	[6,14]
93	112725.03615760761	<phosphorylation,7>	<phosphorylation,2>	0.23	0.77	1086.88276	3638.69444	[11,20]	[11,20]
94	266051.62564149714	<phosphorylation,2>	<phosphorylation,3>	0.23	0.77	6068.136	20315.064	[9]	[9]
95	505880.42995959637	<phosphorylation,4>	<phosphorylation,6>	0.23	0.77	2994.81102	10026.10648	[]	[]
96	402772.30121432367	<phosphorylation,4>	<phosphorylation,2>	0.23	0.77	3359.29686	11246.34165	[]	[]
97	95031.84334885083	<phosphorylation,12>	<phosphorylation,11>	0.23	0.77	2085.05536	6980.40274	[]	[]
98	608989.2527326271	<phosphorylation,18>	<phosphorylation,21>	0.23	0.77	2614.72243	8753.63597	[]	[]
99	198295.40438937256	<phosphorylation,1>	<phosphorylation,3>	0.23	0.77	2371.5806	7939.6394	[]	[]
100	541937.17827164	<phosphorylation,5>	<phosphorylation,3>	0.23	0.77	3995.69644	13376.89676	[]	[]
101	177833.7420777791	<phosphorylation,1>	<phosphorylation,4>	0.23	0.77	2919.23001	9773.07439	[]	[]
102	1867253.8318594308	<phosphorylation,1>	<phosphorylation,2>	0.23	0.77	55669.67438	186372.38812	[2]	[2]
103	491709.73763959925	<phosphorylation,7>	<phosphorylation,9>	0.23	0.77	6722.58893	22506.05857	[]	[]
104	3551837.4279739936	<phosphorylation,9>	<phosphorylation,10>	0.23	0.77	20924.16203	70050.45548	[]	[]
105	353723.16162955464	<phosphorylation,7><phosphorylation,9>	<phosphorylation,9><phosphorylation,11>	0.23	0.77	2250.32288	7533.68963	[]	[]
106	213843.56351360652	<phosphorylation,1>	<phosphorylation,3>	0.23	0.77	4006.83777	13414.19603	[3]	[3]
107	1676167.4107117923	<phosphorylation,4>	<phosphorylation,3>	0.23	0.77	30050.6316	100604.2884	[]	[]
108	1002539.0583632089	<phosphorylation,11>	<phosphorylation,7>	0.23	0.77	5655.18006	18932.55934	[15]	[15]
109	1928305.193847503	<phosphorylation,12>	<phosphorylation,9>	0.23	0.77	17002.43361	56921.19079	[]	[]
110	302952.569431409	<phosphorylation,2>	<phosphorylation,3>	0.23	0.77	2650.32363	8872.82257	[]	[]
111	4595548.164510271	<phosphorylation,6>	<phosphorylation,5>	0.23	0.77	32407.22786	108493.76284	[10]	[10]
112	206761.9658324075	<phosphorylation,3><phosphorylation,5>	<phosphorylation,5><phosphorylation,6>	0.23	0.77	1303.90811	4365.25759	[6]	[6]
113	93437.92637207668	<phosphorylation,3><phosphorylation,7>	<phosphorylation,3><phosphorylation,5>	0.23	0.77	3840.89362	12858.64387	[]	[]
114	220980.43147145683	<phosphorylation,9><phosphorylation,10>	<phosphorylation,12><phosphorylation,14>	0.23	0.77	2892.67352	9684.16788	[]	[]
115	1002962.5842739039	<phosphorylation,10><Oxidation,11>	<phosphorylation,3><Oxidation,11>	0.23	0.77	8091.216	27087.984	[]	[]
116	2526902.46357015	<phosphorylation,12>	<phosphorylation,14>	0.23	0.77	31706.65517	106148.36732	[4,16]	[4,13,16]
117	60142.557218845155	<phosphorylation,3><Oxidation,16>	<phosphorylation,3><Oxidation,17>	0.23	0.77	1967.37671	6586.43509	[]	[]
118	695052.9183951272	<phosphorylation,9>	<phosphorylation,6>	0.23	0.77	11021.2213	36897.13219	[]	[7]
119	855222.2198939173	<phosphorylation,9><Oxidation,15>	<phosphorylation,10><Oxidation,15>	0.23	0.77	4613.57805	15445.45695	[13]	[13]
120	374007.773105474	<phosphorylation,4>	<phosphorylation,3>	0.23	0.77	3865.41751	12940.74559	[]	[]
121	31536.171677578997	<phosphorylation,1>	<phosphorylation,3>	0.23	0.77	1949.56331	6526.79889	[11]	[11]
122	963817.6806068849	<phosphorylation,4>	<phosphorylation,2>	0.23	0.77	4537.48853	15190.72247	[1,4]	[1,4]
123	3046368.1820471673	<phosphorylation,9>	<phosphorylation,10>	0.23	0.77	12995.02272	43505.07608	[]	[]
124	112978.7017384698	<phosphorylation,4>	<phosphorylation,2>	0.23	0.77	1404.55717	4702.21313	[4]	[3,4]
125	35742.785080803966	<phosphorylation,3>	<phosphorylation,7>	0.23	0.77	995.75344	3333.60936	[]	[]
126	267001.1465726253	<phosphorylation,5>	<phosphorylation,6>	0.23	0.77	1511.86857	5061.47303	[]	[]
127	862348.3993985769	<phosphorylation,3>	<phosphorylation,5>	0.23	0.77	5784.2309	19364.5991	[]	[]
128	766711.3167015704	<phosphorylation,6>	<phosphorylation,5>	0.23	0.77	9152.55871	30641.1748	[]	[]
129	62780.47022415292	<phosphorylation,8>	<phosphorylation,7>	0.23	0.77	1325.54338	4437.68872	[1,5,8]	[1,5,8]
130	190800.45996304302	<phosphorylation,4>	<phosphorylation,7>	0.23	0.77	2073.11183	6940.41787	[3,7]	[3,7]
131	374873.6622567142	<phosphorylation,3>	<phosphorylation,4>	0.23	0.77	2801.63564	9379.38886	[4]	[4]
132	654053.9082674682	<phosphorylation,10>	<phosphorylation,13>	0.23	0.77	3128.95192	10475.18688	[5]	[5,11]
133	169315.73608402375	<Oxidation,2><phosphorylation,4>	<Oxidation,2><phosphorylation,3>	0.23	0.77	1431.62799	4792.84152	[5]	[5]
134	1563359.0070538342	<phosphorylation,3>	<phosphorylation,5>	0.23	0.77	15417.26761	51614.33069	[]	[]
135	656610.9729594359	<phosphorylation,13>	<phosphorylation,14>	0.23	0.77	3435.3803	11501.0558	[2,5]	[2,5]
136	367051.52421162033	<phosphorylation,5><phosphorylation,10>	<phosphorylation,7><phosphorylation,10>	0.23	0.77	2488.92211	8332.47839	[12]	[12]
137	538345.3610813426	<phosphorylation,4>	<phosphorylation,6>	0.23	0.77	6521.75817	21833.71213	[]	[]
138	1053086.643974213	<phosphorylation,13>	<phosphorylation,10>	0.23	0.77	7418.03546	24834.29264	[1,14]	[1,14]
139	478749.2821409688	<phosphorylation,3><phosphorylation,4>	<phosphorylation,5><phosphorylation,7>	0.23	0.77	3459.9783	11583.4056	[]	[]
140	823720.1840050919	<phosphorylation,9>	<phosphorylation,13>	0.23	0.77	4977.8805	16665.0782	[]	[]
141	165145.55928687297	<phosphorylation,1><phosphorylation,5><Oxidation,6>	<phosphorylation,1><Oxidation,6><phosphorylation,7>	0.23	0.77	1238.78577	4147.23933	[4]	[4]
142	605603.549039201	<phosphorylation,9>	<phosphorylation,8>	0.23	0.77	2377.45255	7959.29765	[14]	[14]
143	1584124.8375379152	<phosphorylation,6><phosphorylation,8>	<phosphorylation,3><phosphorylation,6>	0.23	0.77	12545.06984	41998.71206	[10]	[10]
144	389419.89476855326	<phosphorylation,8>	<phosphorylation,9>	0.23	0.77	4034.54831	13506.96609	[]	[]
145	84405.06920303805	<phosphorylation,4><phosphorylation,7><phosphorylation,10>	<phosphorylation,4><phosphorylation,10><phosphorylation,11>	0.23	0.77	885.53836	2964.62844	[11]	[11]
146	213921.72148386855	<phosphorylation,5>	<phosphorylation,9>	0.23	0.77	1099.72039	3681.67261	[14]	[14]
147	639721.0445246255	<phosphorylation,1>	<phosphorylation,2>	0.23	0.77	6363.71498	21304.61102	[7]	[7]
148	3089420.7343669413	<phosphorylation,3>	<phosphorylation,4>	0.23	0.77	51317.20541	171801.07899	[]	[]
149	298679.022824839	<phosphorylation,7>	<phosphorylation,8>	0.23	0.77	1565.5341	5241.1359	[16]	[16]
150	899410.5472222539	<phosphorylation,5>	<phosphorylation,4>	0.23	0.77	8632.99998	28901.78253	[7]	[4,7]
151	2505207.0365855363	<phosphorylation,3>	<phosphorylation,5>	0.23	0.77	23210.74095	77705.52405	[2,7]	[2,7]
152	117262.65739884258	<phosphorylation,8>	<phosphorylation,7>	0.23	0.77	1722.82742	5767.72658	[5]	[5]
153	276991.8910423987	<phosphorylation,4>	<phosphorylation,6>	0.23	0.77	2115.84967	7083.49673	[]	[]
154	688532.5900804539	<phosphorylation,15>	<phosphorylation,18>	0.23	0.77	8924.69934	29878.34126	[]	[]
155	163311.81192660204	<phosphorylation,4>	<phosphorylation,6>	0.23	0.77	1049.55691	3513.73399	[6,11,13]	[6,11,13]
156	1050127.3942602912	<phosphorylation,9>	<phosphorylation,5>	0.23	0.77	6982.17081	23375.09359	[2]	[2]
157	2250650.39188583	<phosphorylation,13><Oxidation,16>	<Oxidation,16><phosphorylation,17>	0.23	0.77	12827.21068	42943.27052	[]	[]
158	222295.88044510633	<phosphorylation,12>	<phosphorylation,10>	0.23	0.77	1359.78022	4552.30768	[2]	[2,10]
159	676200.4453824878	<phosphorylation,5>	<phosphorylation,3>	0.23	0.77	9329.11094	31232.24096	[]	[]
160	16940304.858170547	<phosphorylation,1><phosphorylation,3>	<phosphorylation,1><phosphorylation,4>	0.23	0.77	129461.80545	433415.60955	[]	[]
161	239150.9198527276	<phosphorylation,1><phosphorylation,6>	<phosphorylation,2><phosphorylation,6>	0.23	0.77	1421.56358	4759.14762	[]	[]
162	786150.9402740845	<phosphorylation,5>	<phosphorylation,3>	0.23	0.77	4695.54805	15719.87825	[3]	[]
163	15267812.873691777	<phosphorylation,2>	<phosphorylation,4>	0.23	0.77	96537.3871	323190.3829	[5]	[5]
164	142089.0239188775	<phosphorylation,5>	<phosphorylation,6>	0.23	0.77	7131.90268	23876.36983	[]	[]
165	619004.0388866474	<phosphorylation,6>	<phosphorylation,4>	0.23	0.77	2761.02189	9243.42111	[6,16]	[6,16]
166	297657.2049798313	<phosphorylation,5>	<phosphorylation,2>	0.23	0.77	3835.49079	12840.55611	[8]	[8]
167	508578.79901223653	<phosphorylation,4>	<phosphorylation,5>	0.23	0.77	4677.2409	15658.5891	[]	[]
168	1437497.5054910297	<phosphorylation,6>	<phosphorylation,9>	0.23	0.77	85890.832	287547.568	[4]	[4]
169	327299.76451839576	<phosphorylation,3><phosphorylation,8>	<phosphorylation,4><phosphorylation,8>	0.23	0.77	3416.44992	11437.68018	[]	[]
170	3026535.0383275626	<phosphorylation,3>	<phosphorylation,8>	0.23	0.77	16076.19449	53820.30331	[17]	[17]
171	1072645.1697027073	<phosphorylation,3>	<phosphorylation,5>	0.23	0.77	7604.53149	25458.64891	[]	[]
172	546191.903850236	<phosphorylation,3><phosphorylation,5>	<phosphorylation,3><phosphorylation,7>	0.23	0.77	3022.8621	10120.0166	[]	[]
173	1018683.3523011102	<Oxidation,4><phosphorylation,6>	<phosphorylation,3><Oxidation,4>	0.23	0.77	10620.7537	35556.4363	[]	[]
174	128279.77944656786	<phosphorylation,14>	<phosphorylation,13>	0.23	0.77	1300.04641	4352.32929	[4,10]	[4,10]
175	1139218.0485324361	<phosphorylation,13>	<phosphorylation,17>	0.23	0.77	7610.25939	25477.82491	[4]	[4]
176	362125.01221848314	<phosphorylation,3><phosphorylation,5>	<phosphorylation,2><phosphorylation,3>	0.23	0.77	2685.55171	8990.76009	[9]	[9]
177	2826719.9621420647	<phosphorylation,10>	<phosphorylation,5>	0.23	0.77	14319.13615	47937.97755	[]	[]
178	146049.28530986502	<phosphorylation,3>	<phosphorylation,4>	0.23	0.77	3943.83645	13203.27855	[]	[]
179	150915.70248305486	<phosphorylation,1><phosphorylation,3><phosphorylation,5>	<phosphorylation,1><phosphorylation,5><phosphorylation,8>	0.23	0.77	1393.78128	4666.13732	[]	[7]
180	274357.1892534399	<phosphorylation,13>	<phosphorylation,19>	0.23	0.77	2126.93816	7120.61904	[11]	[11,13,18]
181	6467106.46649965	<phosphorylation,8>	<phosphorylation,9>	0.23	0.77	38327.48605	128313.75765	[]	[]
182	445353.9015145059	<phosphorylation,22>	<phosphorylation,26>	0.23	0.77	1543.48375	5167.31515	[2,13,15,24]	[2,13,15]
183	290893.69654543494	<phosphorylation,6>	<phosphorylation,3>	0.23	0.77	4216.5279	14116.2021	[]	[]
184	116854.58888832382	<phosphorylation,3>	<phosphorylation,6>	0.23	0.77	1881.70574	6299.62356	[4,9]	[9]
185	387251.89264155785	<phosphorylation,8>	<phosphorylation,9>	0.23	0.77	2435.38347	8153.24033	[17]	[17]
186	1246949.5100164423	<phosphorylation,12>	<phosphorylation,6>	0.23	0.77	7900.64842	26449.99688	[]	[]
187	277024.92197113123	<phosphorylation,1>	<phosphorylation,4>	0.23	0.77	2845.8926	9527.5535	[]	[]
188	208587.8399264727	<phosphorylation,5>	<phosphorylation,7>	0.23	0.77	2699.3631	9036.9982	[]	[]
189	1750045.789342739	<phosphorylation,3>	<phosphorylation,1>	0.23	0.77	8349.54165	27952.81335	[18]	[18]
190	9117635.424744083	<phosphorylation,10>	<phosphorylation,11>	0.23	0.77	38146.30286	127707.18784	[21]	[21]
191	203895.21083430934	<phosphorylation,15>	<phosphorylation,16>	0.23	0.77	1730.1336	5792.1864	[12]	[12]
192	4648388.178328008	<phosphorylation,5>	<phosphorylation,4>	0.23	0.77	17930.15225	60027.03145	[2,15]	[2,15]
193	3735023.564406614	<phosphorylation,1>	<phosphorylation,3>	0.23	0.77	21488.26916	71938.98804	[]	[]
194	421077.07829848444	<phosphorylation,6>	<phosphorylation,4>	0.23	0.77	4230.37061	14162.54509	[12]	[12]
195	1318034.1729197311	<phosphorylation,3>	<phosphorylation,10>	0.23	0.77	11295.4725	37815.2775	[]	[]
196	121648.3862214534	<phosphorylation,3>	<phosphorylation,5>	0.23	0.77	2348.84984	7863.54076	[]	[]
197	229390.7942313561	<phosphorylation,6>	<phosphorylation,5>	0.23	0.77	3444.32797	11531.01103	[]	[]
198	231661.75545741175	<phosphorylation,7>	<phosphorylation,4>	0.23	0.77	3610.64242	12087.80288	[3]	[3]
199	2800144.220118452	<phosphorylation,8>	<phosphorylation,4>	0.23	0.77	26632.46215	89160.85155	[]	[]
200	520475.4664727966	<phosphorylation,16><Oxidation,27>	<phosphorylation,19><Oxidation,27>	0.23	0.77	2117.79011	7089.99299	[4,28,32]	[4,28,32]
201	265168.73561691993	<phosphorylation,4><phosphorylation,5>	<phosphorylation,6><phosphorylation,7>	0.23	0.77	4230.63368	14163.42582	[7]	[7]
202	188607.31623634527	<phosphorylation,3>	<phosphorylation,5>	0.23	0.77	1601.56976	5361.77704	[7]	[7]
203	1942202.3788040497	<phosphorylation,10>	<phosphorylation,11>	0.23	0.77	11805.22511	39521.84059	[1,5,10]	[1,5]
204	4092306.77767985	<phosphorylation,3><phosphorylation,15>	<phosphorylation,9><phosphorylation,15>	0.23	0.77	16305.9167	54589.3733	[18,22]	[18,22]
205	250399.79280745416	<phosphorylation,1>	<phosphorylation,2>	0.23	0.77	1412.37236	4728.37704	[]	[]
206	546169.8104680801	<phosphorylation,5>	<phosphorylation,3>	0.23	0.77	5787.82711	19376.63859	[5]	[5]
207	569243.7645666905	<phosphorylation,5>	<phosphorylation,7>	0.23	0.77	6767.05729	22654.93091	[6]	[]
208	250144.6849766068	<phosphorylation,9>	<phosphorylation,11>	0.23	0.77	1313.88662	4398.66388	[]	[]
209	1348583.3944425057	<phosphorylation,12>	<phosphorylation,17>	0.23	0.77	6399.8374	21425.5426	[8]	[8]
210	1448845.1214762747	<phosphorylation,2>	<phosphorylation,4>	0.23	0.77	8809.3243	29492.0857	[5]	[5]
211	383732.2009402692	<phosphorylation,8><Oxidation,13><Oxidation,18>	<phosphorylation,10><Oxidation,13><Oxidation,18>	0.23	0.77	1880.13466	6294.36384	[8]	[]
212	251647.74887217704	<phosphorylation,3>	<phosphorylation,4>	0.23	0.77	2767.48491	9265.05819	[]	[]
213	684802.1216960204	<phosphorylation,5><Oxidation,6>	<Oxidation,6><phosphorylation,7>	0.23	0.77	6173.22905	20666.89725	[]	[]
214	79507.05835945636	<phosphorylation,3>	<phosphorylation,4>	0.23	0.77	627.69932	2101.42817	[]	[]
215	367059.21761298814	<phosphorylation,2>	<phosphorylation,3>	0.23	0.77	2748.53917	9201.63113	[]	[]
216	303436.03857651853	<phosphorylation,7><Oxidation,11>	<phosphorylation,5><Oxidation,11>	0.23	0.77	2757.5974	9231.9565	[]	[]
217	397539.9256734576	<phosphorylation,1>	<phosphorylation,3>	0.23	0.77	5419.03113	18141.97377	[8]	[8]
