ID	Error	Mod1	Mod2	Abund1	Abund2	q1	q2	MissPeaks1	MissPeaks2
61	3842959.6479211776	<phosphorylation,10>	<phosphorylation,7>	0.43	0.5700000000000001	60225.7656	79834.1544	[]	[]
62	210378.17632201256	<phosphorylation,2>	<phosphorylation,3>	0.43	0.5700000000000001	3322.70911	4404.52139	[10]	[10]
63	1089990.8357007082	<phosphorylation,6>	<phosphorylation,5>	0.43	0.5700000000000001	18479.08673	24495.53357	[4]	[4]
64	128074.69833336076	<phosphorylation,15>	<phosphorylation,19>	0.43	0.5700000000000001	5973.46282	7918.31118	[15,23,24,25]	[23,24,25]
65	2022386.5263931076	<phosphorylation,5><phosphorylation,8>	<phosphorylation,5><phosphorylation,10>	0.43	0.5700000000000001	14928.56439	19789.02721	[]	[]
66	56556.596733285995	<phosphorylation,4><Oxidation,10>	<phosphorylation,2><Oxidation,10>	0.43	0.5700000000000001	6945.62768	9206.99483	[6]	[6]
67	843427.4511818724	<phosphorylation,5><phosphorylation,8>	<phosphorylation,8><phosphorylation,9>	0.43	0.5700000000000001	12055.15479	15980.08891	[]	[]
68	7069476.3122819625	<phosphorylation,3><Oxidation,8>	<phosphorylation,2><Oxidation,8>	0.43	0.5700000000000001	54232.13131	71889.10429	[]	[]
69	960292.0196921624	<phosphorylation,6>	<phosphorylation,10>	0.43	0.5700000000000001	17272.92237	22896.66453	[]	[]
70	230256.42072951517	<phosphorylation,1>	<phosphorylation,4>	0.43	0.5700000000000001	1754.18147	2325.31033	[2]	[]
71	66562.79151454066	<phosphorylation,1><phosphorylation,3>	<phosphorylation,5><phosphorylation,6>	0.43	0.5700000000000001	12437.23933	16486.57307	[]	[]
72	1624215.2194738772	<phosphorylation,11>	<phosphorylation,12>	0.43	0.5700000000000001	15913.06508	21094.06302	[]	[]
73	728512.2337583398	<phosphorylation,9>	<phosphorylation,7>	0.43	0.5700000000000001	6127.13618	8122.01772	[]	[]
74	311327.6691306329	<phosphorylation,2>	<phosphorylation,3>	0.43	0.5700000000000001	4776.06573	6331.06387	[]	[]
75	243752.82966989206	<phosphorylation,10><phosphorylation,13>	<phosphorylation,10><phosphorylation,14>	0.43	0.5700000000000001	2166.34288	2871.66382	[1,4,5]	[1,4,5]
76	180710.26929344956	<phosphorylation,3>	<phosphorylation,4>	0.43	0.5700000000000001	2428.05937	3218.59033	[]	[]
77	200830.15027276424	<phosphorylation,2>	<phosphorylation,3>	0.43	0.5700000000000001	4816.14667	6384.19443	[]	[]
78	197821.12820062	<phosphorylation,3><phosphorylation,6>	<phosphorylation,3><phosphorylation,7>	0.43	0.5700000000000001	4547.71707	6028.36913	[]	[]
79	980507.8086791064	<phosphorylation,5>	<phosphorylation,6>	0.43	0.5700000000000001	13896.85851	18421.41709	[8]	[8]
80	1308274.9024109594	<phosphorylation,6>	<phosphorylation,4>	0.43	0.5700000000000001	18737.04867	24837.48313	[12]	[12]
81	560734.1253206765	<phosphorylation,11>	<phosphorylation,14>	0.43	0.5700000000000001	5661.76812	7505.13448	[]	[12]
82	824769.2832536076	<phosphorylation,10>	<phosphorylation,11>	0.43	0.5700000000000001	14006.58028	18566.86223	[]	[]
83	272829.2323892329	<phosphorylation,6>	<phosphorylation,5>	0.43	0.5700000000000001	3901.60762	5171.89848	[]	[]
84	448858.9352387841	<phosphorylation,6>	<phosphorylation,7>	0.43	0.5700000000000001	10049.6255	13321.5966	[]	[]
85	422046.26904420234	<phosphorylation,3>	<phosphorylation,1>	0.43	0.5700000000000001	3780.76554	5011.71246	[]	[]
86	188394.99489648457	<phosphorylation,7><phosphorylation,12>	<phosphorylation,7><phosphorylation,15>	0.43	0.5700000000000001	1539.24911	2040.39999	[12,20]	[20]
87	485168.45509346906	<phosphorylation,9>	<phosphorylation,6>	0.43	0.5700000000000001	7917.46852	10495.24898	[]	[]
88	20740.589185765468	<phosphorylation,8>	<phosphorylation,11>	0.43	0.5700000000000001	725.18416	961.29064	[1]	[1]
89	381029.5434987723	<phosphorylation,6>	<phosphorylation,7>	0.43	0.5700000000000001	5846.96263	7750.62488	[]	[]
90	3980047.0577917052	<phosphorylation,6>	<phosphorylation,4>	0.43	0.5700000000000001	81791.6244	108421.4556	[]	[]
91	402890.1068189809	<phosphorylation,3><Oxidation,7>	<phosphorylation,1><Oxidation,7>	0.43	0.5700000000000001	5475.68987	7258.47263	[7,10]	[7,10]
92	858535.2441522323	<phosphorylation,12>	<phosphorylation,10>	0.43	0.5700000000000001	8956.94085	11873.15415	[12]	[12]
93	316377.39629040397	<phosphorylation,4>	<phosphorylation,3>	0.43	0.5700000000000001	6784.54065	8993.46086	[]	[]
94	888711.4511210608	<phosphorylation,10><Oxidation,11>	<phosphorylation,3><Oxidation,11>	0.43	0.5700000000000001	15127.056	20052.144	[10]	[10]
95	104235.20612660886	<phosphorylation,5>	<phosphorylation,6>	0.43	0.5700000000000001	2301.99524	3051.48206	[8]	[8]
96	232305.12614296458	<phosphorylation,1>	<phosphorylation,4>	0.43	0.5700000000000001	18027.21947	23896.54673	[]	[]
97	2052869.6866327513	<phosphorylation,5>	<phosphorylation,4>	0.43	0.5700000000000001	26726.52478	35428.18402	[]	[]
98	390845.123582278	<phosphorylation,1>	<phosphorylation,3>	0.43	0.5700000000000001	3794.24488	5029.58042	[]	[]
99	94922.2942503958	<phosphorylation,5>	<phosphorylation,4>	0.43	0.5700000000000001	3356.87451	4449.81039	[7]	[7]
100	1188576.8117917709	<phosphorylation,9>	<phosphorylation,6>	0.43	0.5700000000000001	18372.40876	24354.12324	[]	[]
101	113806.82844512997	<phosphorylation,6><Oxidation,7>	<phosphorylation,3><Oxidation,7>	0.43	0.5700000000000001	3809.77368	5050.16512	[3]	[]
102	20865675.352593876	<phosphorylation,2><phosphorylation,4>	<phosphorylation,2><phosphorylation,7>	0.43	0.5700000000000001	302345.5302	400783.6098	[]	[]
103	2167373.045598158	<phosphorylation,2>	<phosphorylation,3>	0.43	0.5700000000000001	17828.33212	23632.90537	[]	[]
104	90014.79525209378	<phosphorylation,3>	<phosphorylation,4>	0.43	0.5700000000000001	2380.30374	3155.28636	[]	[]
105	620659.171362358	<phosphorylation,1>	<phosphorylation,3>	0.43	0.5700000000000001	25602.02512	33937.56818	[]	[]
106	751360.026259166	<phosphorylation,3>	<phosphorylation,2>	0.43	0.5700000000000001	20768.58264	27530.44676	[2,5]	[5]
107	6916373.90578814	<phosphorylation,9>	<phosphorylation,10>	0.43	0.5700000000000001	61361.84495	81340.12005	[]	[]
108	59148.64483969725	<phosphorylation,14>	<phosphorylation,13>	0.43	0.5700000000000001	2430.52155	3221.85415	[4,13]	[4]
109	2119027.883681353	<phosphorylation,1>	<phosphorylation,3>	0.43	0.5700000000000001	22258.6146	29505.6054	[10]	[2,10]
110	87672.5764707262	<phosphorylation,4><phosphorylation,7>	<phosphorylation,4><phosphorylation,11>	0.43	0.5700000000000001	1920.3339	2545.5589	[]	[]
111	338782.76713221456	<phosphorylation,2>	<phosphorylation,4>	0.43	0.5700000000000001	16564.53727	21957.64243	[]	[]
112	449498.05338501907	<phosphorylation,8>	<phosphorylation,6>	0.43	0.5700000000000001	11650.38104	15443.52836	[]	[]
113	167633.40037122133	<phosphorylation,3>	<phosphorylation,5>	0.43	0.5700000000000001	1333.2451	1767.3249	[16]	[16]
114	328994.2645032706	<phosphorylation,5>	<phosphorylation,6>	0.43	0.5700000000000001	3766.24435	4992.46345	[9]	[9]
115	304481.5413200662	<phosphorylation,10>	<phosphorylation,8>	0.43	0.5700000000000001	7906.68202	10480.95058	[]	[]
116	517316.3959367154	<phosphorylation,1>	<phosphorylation,3>	0.43	0.5700000000000001	14850.6775	19685.7818	[6]	[6]
117	194196.0320424491	<phosphorylation,11>	<phosphorylation,12>	0.43	0.5700000000000001	17230.98958	22841.07922	[]	[]
118	426106.4233393112	<phosphorylation,10><phosphorylation,13>	<phosphorylation,7><phosphorylation,13>	0.43	0.5700000000000001	3665.49411	4858.91079	[23]	[23]
119	933081.9568198086	<phosphorylation,5>	<phosphorylation,3>	0.43	0.5700000000000001	17017.24265	22557.74025	[]	[]
120	7723069.275221271	<phosphorylation,7>	<phosphorylation,6>	0.43	0.5700000000000001	101329.87952	134321.00308	[5]	[5]
121	1427960.0530675387	<phosphorylation,4>	<phosphorylation,6>	0.43	0.5700000000000001	18252.34218	24194.96522	[]	[]
122	402312.67480567127	<phosphorylation,7>	<phosphorylation,3>	0.43	0.5700000000000001	3006.37385	3985.19325	[22]	[22]
123	8252159.249148546	<phosphorylation,1>	<phosphorylation,3>	0.43	0.5700000000000001	142852.44785	189362.54715	[]	[]
124	467630.4970308607	<phosphorylation,3><Oxidation,6><phosphorylation,7>	<phosphorylation,5><Oxidation,6><phosphorylation,7>	0.43	0.5700000000000001	3619.04718	4797.34162	[]	[]
125	67140.451519856	<phosphorylation,2>	<phosphorylation,3>	0.43	0.5700000000000001	9312.59467	12344.60223	[]	[]
126	925713.4270801207	<phosphorylation,8>	<phosphorylation,9>	0.43	0.5700000000000001	11140.83031	14768.07739	[]	[]
127	4119608.865524218	<phosphorylation,1>	<phosphorylation,2>	0.43	0.5700000000000001	25049.14286	33204.67774	[9]	[9]
128	622728.9405494058	<phosphorylation,5>	<phosphorylation,6>	0.43	0.5700000000000001	7134.20525	9456.96975	[4,10,13,14]	[4,10,13,14]
129	644055.1651801575	<phosphorylation,5>	<phosphorylation,6>	0.43	0.5700000000000001	10526.9934	13954.3866	[]	[]
130	6155116.4240728	<phosphorylation,13><phosphorylation,15>	<phosphorylation,13><phosphorylation,19>	0.43	0.5700000000000001	38023.56081	50403.32479	[]	[]
131	3973891.2979852054	<Oxidation,4><phosphorylation,9>	<Oxidation,4><phosphorylation,10>	0.43	0.5700000000000001	37676.69542	49943.52648	[]	[]
132	49345.654778626864	<phosphorylation,9>	<phosphorylation,6>	0.43	0.5700000000000001	2780.39763	3685.64337	[7]	[]
133	360169.98084510193	<phosphorylation,3><phosphorylation,5>	<phosphorylation,3><phosphorylation,7>	0.43	0.5700000000000001	5651.43784	7491.44086	[10]	[10]
134	281406.9534723651	<Oxidation,6><phosphorylation,8>	<Oxidation,6><phosphorylation,10>	0.43	0.5700000000000001	4122.04497	5464.10613	[11]	[11]
135	231211.26331966676	<phosphorylation,21>	<phosphorylation,20>	0.43	0.5700000000000001	2039.15482	2703.06569	[16,23]	[16,23]
136	3336324.501627244	<phosphorylation,4>	<phosphorylation,6>	0.43	0.5700000000000001	26970.116	35751.084	[]	[]
137	342853.13758462574	<phosphorylation,3><phosphorylation,7>	<phosphorylation,3><phosphorylation,6>	0.43	0.5700000000000001	6199.14742	8217.47448	[]	[]
138	200986.94743996748	<phosphorylation,4>	<phosphorylation,6>	0.43	0.5700000000000001	6114.31328	8105.01992	[]	[]
139	460680.0153302345	<Oxidation,10><phosphorylation,11>	<Oxidation,10><phosphorylation,12>	0.43	0.5700000000000001	5161.9092	6842.5308	[7]	[7]
140	5707027.466233139	<phosphorylation,1><Oxidation,2>	<Oxidation,2><phosphorylation,3>	0.43	0.5700000000000001	90135.45835	119481.88665	[]	[]
141	132544.84994468954	<phosphorylation,3>	<phosphorylation,5>	0.43	0.5700000000000001	2387.57126	3164.92004	[]	[]
142	357916.54323287745	<phosphorylation,3>	<phosphorylation,1>	0.43	0.5700000000000001	15838.53357	20995.26543	[]	[]
143	273366.2868704156	<phosphorylation,6>	<phosphorylation,10>	0.43	0.5700000000000001	2869.60973	3803.90127	[]	[]
144	4432168.637537329	<phosphorylation,6>	<phosphorylation,7>	0.43	0.5700000000000001	65586.44768	86940.17483	[6,7]	[7]
145	209557.50593287215	<phosphorylation,6>	<phosphorylation,3>	0.43	0.5700000000000001	2329.78837	3088.32413	[11]	[11]
146	2205045.7232349874	<phosphorylation,5>	<phosphorylation,4>	0.43	0.5700000000000001	41016.03831	54370.09729	[2]	[2]
147	270106.98038568336	<phosphorylation,18>	<phosphorylation,17>	0.43	0.5700000000000001	17616.64153	23352.29227	[]	[]
148	474668.5422930513	<phosphorylation,2>	<phosphorylation,4>	0.43	0.5700000000000001	4321.39964	5728.36696	[8]	[8]
149	1636871.0596507539	<phosphorylation,1>	<phosphorylation,2>	0.43	0.5700000000000001	26756.05448	35467.32803	[5]	[5]
150	128604.45557624097	<phosphorylation,7>	<phosphorylation,6>	0.43	0.5700000000000001	5021.53892	6656.45858	[]	[]
151	411100.8428781679	<phosphorylation,6>	<phosphorylation,10>	0.43	0.5700000000000001	5718.36283	7580.15537	[5]	[5]
152	1062292.817500037	<phosphorylation,1>	<phosphorylation,3>	0.43	0.5700000000000001	14059.9809	18637.6491	[9,12]	[9,12]
153	130748.1468353728	<phosphorylation,1><phosphorylation,2>	<phosphorylation,1><phosphorylation,12>	0.43	0.5700000000000001	1402.16619	1858.68541	[1]	[1,10]
154	2435630.6135919946	<Oxidation,6><phosphorylation,9>	<Oxidation,6><phosphorylation,13>	0.43	0.5700000000000001	27275.71807	36156.18442	[7]	[7]
155	18496246.290364545	<phosphorylation,8>	<phosphorylation,9>	0.43	0.5700000000000001	293131.688	388569.912	[]	[]
156	13998.982357188272	<phosphorylation,3>	<phosphorylation,5>	0.43	0.5700000000000001	581.67691	771.06009	[6]	[6]
157	243331.0245074988	<phosphorylation,1><phosphorylation,14>	<phosphorylation,1><phosphorylation,16>	0.43	0.5700000000000001	1839.38658	2438.25662	[]	[]
158	1453018.8190552883	<phosphorylation,10>	<phosphorylation,7>	0.43	0.5700000000000001	13368.39294	17720.89296	[]	[]
159	375824.13470078167	<phosphorylation,9>	<phosphorylation,4>	0.43	0.5700000000000001	3737.9771	4954.9929	[6]	[]
160	138893.5189646719	<phosphorylation,10>	<phosphorylation,5>	0.43	0.5700000000000001	4104.86695	5441.33525	[12]	[12]
161	664933.6979124116	<phosphorylation,2>	<phosphorylation,1>	0.43	0.5700000000000001	14610.93706	19367.98634	[]	[]
162	85620.68407877312	<phosphorylation,3>	<phosphorylation,2>	0.43	0.5700000000000001	1418.54837	1880.40133	[]	[]
163	5446654.579025687	<phosphorylation,2><phosphorylation,3>	<phosphorylation,5><phosphorylation,6>	0.43	0.5700000000000001	60657.29803	80406.18577	[]	[2]
164	1019813.6886945742	<phosphorylation,2>	<phosphorylation,6>	0.43	0.5700000000000001	7560.6255	10022.2245	[7]	[7]
165	852448.9681589134	<phosphorylation,11>	<phosphorylation,15>	0.43	0.5700000000000001	6545.34317	8676.38513	[8,18]	[8,18]
166	6177724.337605819	<phosphorylation,2>	<phosphorylation,3>	0.43	0.5700000000000001	157244.93915	208440.96585	[8]	[8]
167	246404.12935869038	<phosphorylation,5><phosphorylation,9>	<phosphorylation,3><phosphorylation,9>	0.43	0.5700000000000001	2393.92438	3173.34162	[10]	[10]
168	358197.136081707	<phosphorylation,4>	<phosphorylation,5>	0.43	0.5700000000000001	4894.34428	6487.85172	[]	[]
169	498421.04312334524	<phosphorylation,4><phosphorylation,6>	<phosphorylation,5><phosphorylation,6>	0.43	0.5700000000000001	4267.34021	5656.70679	[]	[]
170	668274.7845187411	<phosphorylation,1>	<phosphorylation,3>	0.43	0.5700000000000001	9847.25933	13053.34377	[]	[]
171	198187.2899066671	<phosphorylation,6>	<phosphorylation,10>	0.43	0.5700000000000001	1860.21853	2465.87107	[12,14]	[12,14]
172	319761.4952902433	<phosphorylation,7>	<phosphorylation,4>	0.43	0.5700000000000001	6057.20257	8029.31503	[]	[6]
173	410423.52468241536	<phosphorylation,2><Oxidation,4>	<phosphorylation,3><Oxidation,4>	0.43	0.5700000000000001	4620.70626	6125.12225	[12]	[12]
174	9867620.075073129	<phosphorylation,5><Oxidation,15>	<phosphorylation,9><Oxidation,15>	0.43	0.5700000000000001	58345.95718	77342.31533	[]	[]
175	3304238.598246199	<phosphorylation,2>	<phosphorylation,3>	0.43	0.5700000000000001	33529.0995	44445.5505	[6,12]	[6,12]
176	237802.79061420634	<phosphorylation,4>	<phosphorylation,2>	0.43	0.5700000000000001	3253.38082	4312.62108	[]	[]
177	4196548.410583366	<phosphorylation,5>	<phosphorylation,3>	0.43	0.5700000000000001	21424.99996	28400.58134	[]	[]
178	1242593.2224075142	<phosphorylation,1>	<phosphorylation,2>	0.43	0.5700000000000001	13437.19831	17812.10009	[]	[]
179	48174.29277454119	<phosphorylation,2><Oxidation,5>	<phosphorylation,4><Oxidation,5>	0.43	0.5700000000000001	1293.51327	1714.65713	[]	[]
180	251066.64930619582	<phosphorylation,8>	<phosphorylation,10>	0.43	0.5700000000000001	3302.47301	4377.69679	[]	[]
181	526626.4147692268	<phosphorylation,2>	<phosphorylation,1>	0.43	0.5700000000000001	7036.08677	9326.90573	[12]	[12]
182	418399.4428969604	<phosphorylation,4>	<phosphorylation,2>	0.43	0.5700000000000001	7421.57356	9837.89984	[]	[]
183	377481.31724462804	<phosphorylation,14>	<phosphorylation,17>	0.43	0.5700000000000001	3082.51868	4086.12942	[]	[]
184	79846.91081572347	<phosphorylation,7><phosphorylation,11>	<phosphorylation,9><phosphorylation,11>	0.43	0.5700000000000001	6296.52156	8346.55184	[]	[]
185	522037.1690040645	<phosphorylation,5>	<phosphorylation,6>	0.43	0.5700000000000001	7820.81798	10367.13082	[13]	[13]
186	1087257.4908382313	<phosphorylation,3><phosphorylation,4>	<phosphorylation,3><phosphorylation,5>	0.43	0.5700000000000001	14559.60818	19299.94572	[]	[]
187	30067.62554784745	<phosphorylation,4>	<phosphorylation,3>	0.43	0.5700000000000001	2648.5893	3510.9207	[]	[]
188	114483.60519269944	<phosphorylation,15>	<phosphorylation,23>	0.43	0.5700000000000001	1628.6947	2158.9674	[9,21]	[9]
189	102350.05263331617	<phosphorylation,13>	<phosphorylation,16>	0.43	0.5700000000000001	3849.45176	5102.76164	[9,17]	[9,17]
190	156347.10108834854	<phosphorylation,6>	<phosphorylation,5>	0.43	0.5700000000000001	2532.5163	3357.0565	[4]	[4]
191	1437118.9167012682	<phosphorylation,10>	<phosphorylation,9>	0.43	0.5700000000000001	14171.20483	18785.08547	[4]	[4]
192	245963.0921674473	<phosphorylation,12>	<phosphorylation,16>	0.43	0.5700000000000001	6054.3441	8025.5259	[2]	[2]
193	318892.0489857175	<phosphorylation,7>	<phosphorylation,5>	0.43	0.5700000000000001	4761.40879	6311.63491	[2]	[2]
194	510991.11484566226	<phosphorylation,2><Oxidation,17>	<phosphorylation,1><Oxidation,17>	0.43	0.5700000000000001	2939.41159	3896.42931	[19]	[19]
195	123741.1956899268	<phosphorylation,2>	<phosphorylation,5>	0.43	0.5700000000000001	1992.94594	2641.81206	[]	[]
196	287621.56825436925	<phosphorylation,7>	<phosphorylation,9>	0.43	0.5700000000000001	5286.756	7008.0254	[]	[]
197	1320750.1762795085	<phosphorylation,2><phosphorylation,5>	<phosphorylation,2><phosphorylation,3>	0.43	0.5700000000000001	13530.1739	17935.3468	[27]	[27]
198	185071.48701231074	<phosphorylation,5><phosphorylation,6>	<phosphorylation,6><phosphorylation,7>	0.43	0.5700000000000001	1823.40451	2417.07109	[10]	[10]
199	147747.8188809865	<phosphorylation,3><phosphorylation,5>	<phosphorylation,3><phosphorylation,4>	0.43	0.5700000000000001	2366.16517	3136.54453	[8]	[8]
200	293120.5049731406	<phosphorylation,7>	<phosphorylation,6>	0.43	0.5700000000000001	3865.43181	5123.94449	[]	[]
201	52610.51329238107	<phosphorylation,1>	<phosphorylation,2>	0.43	0.5700000000000001	910.12923	1206.45037	[]	[]
202	237657.2254905279	<phosphorylation,3>	<phosphorylation,5>	0.43	0.5700000000000001	27355.79173	36262.32857	[]	[]
