ID	Error	Mod1	Mod2	Abund1	Abund2	q1	q2	MissPeaks1	MissPeaks2
34	29795.901745975996	<phosphorylation,2>	<phosphorylation,3>	0.41000000000000003	0.59	4225.57509	6080.70561	[]	[]
35	1213207.7777397295	<phosphorylation,10>	<phosphorylation,12>	0.41000000000000003	0.59	10204.24503	14684.15747	[5,8]	[5,8]
36	177432.02781535275	<phosphorylation,6>	<phosphorylation,7>	0.41000000000000003	0.59	7552.48327	10868.20763	[]	[]
37	464175.88098019874	<phosphorylation,5>	<phosphorylation,3>	0.41000000000000003	0.59	4818.27789	6933.61941	[7,16]	[7,16]
38	1079828.454664974	<phosphorylation,16>	<phosphorylation,23>	0.41000000000000003	0.59	11773.44979	16942.28141	[3,7,8,10,13]	[3,7,8,10,13]
39	860932.8819126032	<phosphorylation,13>	<phosphorylation,12>	0.41000000000000003	0.59	9931.57042	14291.77207	[]	[]
40	381922.1608013766	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	7972.9543	11473.2757	[]	[]
41	441217.6002413768	<phosphorylation,7>	<phosphorylation,8>	0.41000000000000003	0.59	8513.51778	12251.15972	[]	[]
42	788522.5552275898	<phosphorylation,18>	<phosphorylation,21>	0.41000000000000003	0.59	4661.02694	6707.33146	[]	[20]
43	10146113.638053121	<phosphorylation,10>	<phosphorylation,13>	0.41000000000000003	0.59	113136.5316	162806.2284	[5,6,12]	[5,6]
44	3919022.220526342	<phosphorylation,13>	<phosphorylation,14>	0.41000000000000003	0.59	28010.46712	40307.74537	[20]	[20]
45	181031.01088008625	<phosphorylation,7>	<phosphorylation,5>	0.41000000000000003	0.59	3939.18955	5668.58985	[8]	[8]
46	180863.36796442152	<phosphorylation,2>	<phosphorylation,4>	0.41000000000000003	0.59	4916.58901	7075.09149	[]	[]
47	622558.9708065203	<phosphorylation,9>	<phosphorylation,10>	0.41000000000000003	0.59	24211.2503	34840.5797	[]	[]
48	333137.29524243216	<Oxidation,4><phosphorylation,12>	<Oxidation,4><phosphorylation,14>	0.41000000000000003	0.59	15922.8951	22913.4344	[8]	[8]
49	117641.17251614395	<phosphorylation,3>	<phosphorylation,2>	0.41000000000000003	0.59	2917.07034	4197.73536	[]	[]
50	754445.0508166753	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	5391.09922	7757.92327	[]	[]
51	1906941.8603602515	<phosphorylation,7>	<phosphorylation,9>	0.41000000000000003	0.59	14873.53212	21403.37548	[]	[]
52	800740.2051068968	<phosphorylation,6>	<phosphorylation,1>	0.41000000000000003	0.59	14571.10812	20968.17998	[12]	[12]
53	47979.40459471645	<phosphorylation,12>	<phosphorylation,8>	0.41000000000000003	0.59	1481.75997	2132.28873	[]	[]
54	356901.7775900825	<phosphorylation,5>	<phosphorylation,8>	0.41000000000000003	0.59	5051.81045	7269.67845	[16]	[16]
55	261868.6169591076	<phosphorylation,9>	<phosphorylation,3>	0.41000000000000003	0.59	3241.58964	4664.72656	[4]	[]
56	127928.98516125816	<phosphorylation,3>	<phosphorylation,5>	0.41000000000000003	0.59	2276.52143	3275.96987	[]	[]
57	612005.3192833338	<phosphorylation,6><Oxidation,12>	<phosphorylation,5><Oxidation,12>	0.41000000000000003	0.59	11198.15907	16114.42403	[]	[]
58	1800099.1678442368	<phosphorylation,6>	<phosphorylation,9>	0.41000000000000003	0.59	20771.84025	29891.18475	[]	[]
59	2765408.276794514	<phosphorylation,3>	<phosphorylation,5>	0.41000000000000003	0.59	25257.90228	36346.73742	[]	[]
60	409872.94688941445	<phosphorylation,14>	<phosphorylation,17>	0.41000000000000003	0.59	3114.17579	4481.37491	[]	[]
61	65466242.67080035	<phosphorylation,2>	<phosphorylation,3>	0.41000000000000003	0.59	1122866.1554	1615831.7846	[]	[]
62	843765.2009025518	<phosphorylation,1>	<phosphorylation,2>	0.41000000000000003	0.59	5121.46658	7369.91532	[]	[1]
63	738383.8251030302	<phosphorylation,3><phosphorylation,4>	<phosphorylation,5><phosphorylation,7>	0.41000000000000003	0.59	6167.7874	8875.5965	[]	[]
64	406699.1682777941	<phosphorylation,5>	<phosphorylation,3>	0.41000000000000003	0.59	7122.76321	10249.82999	[8]	[8]
65	615475.227849903	<phosphorylation,7>	<phosphorylation,3>	0.41000000000000003	0.59	9059.96475	13037.51025	[]	[5]
66	1146299.272136695	<phosphorylation,6>	<phosphorylation,7>	0.41000000000000003	0.59	33983.0796	48902.4804	[]	[]
67	976022.2280335142	<phosphorylation,12>	<phosphorylation,8>	0.41000000000000003	0.59	8236.726	11852.8496	[]	[]
68	1781294.9119471284	<phosphorylation,7>	<phosphorylation,6>	0.41000000000000003	0.59	28792.02323	41432.42367	[11]	[11]
69	349935.8720961628	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	6380.74165	9182.04285	[]	[]
70	1402184.3365748425	<phosphorylation,6>	<phosphorylation,11>	0.41000000000000003	0.59	27058.90915	38938.43025	[]	[]
71	816724675.8066906	<phosphorylation,7>	<phosphorylation,4>	0.41000000000000003	0.59	11658421.176	16776752.424	[1,4]	[1]
72	2719984.59787109	<phosphorylation,3>	<phosphorylation,5>	0.41000000000000003	0.59	21571.75792	31042.28578	[]	[]
73	1818002.413957972	<phosphorylation,1>	<phosphorylation,2>	0.41000000000000003	0.59	24529.82428	35299.01542	[6]	[6]
74	12505727.519863252	<phosphorylation,5>	<phosphorylation,6>	0.41000000000000003	0.59	206287.9494	296853.3906	[1]	[1]
75	91835.19016309772	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	2744.83623	3949.88627	[]	[]
76	617675.8412889921	<phosphorylation,7>	<phosphorylation,19>	0.41000000000000003	0.59	9231.49674	13284.34896	[15]	[]
77	376803.71703579754	<phosphorylation,3><phosphorylation,6>	<phosphorylation,4><phosphorylation,6>	0.41000000000000003	0.59	3652.86786	5256.56594	[7]	[7]
78	645069.03573616	<phosphorylation,9>	<phosphorylation,13>	0.41000000000000003	0.59	7950.68773	11441.23357	[]	[9,12]
79	905074.757530524	<phosphorylation,9>	<phosphorylation,8>	0.41000000000000003	0.59	7669.82539	11037.06581	[7]	[7,8]
80	177486.74881361713	<phosphorylation,11>	<phosphorylation,6>	0.41000000000000003	0.59	1678.87587	2415.94333	[2,18]	[2,18]
81	1457910.588934926	<phosphorylation,6>	<phosphorylation,3>	0.41000000000000003	0.59	23085.59018	33220.72732	[]	[]
82	64852.10788127858	<phosphorylation,6>	<phosphorylation,7>	0.41000000000000003	0.59	1145.76796	1648.78804	[]	[]
83	1580584.1941441433	<phosphorylation,6><phosphorylation,8>	<phosphorylation,3><phosphorylation,6>	0.41000000000000003	0.59	22362.95058	32180.83132	[3]	[]
84	32259.40063159574	<phosphorylation,12><phosphorylation,18>	<phosphorylation,16><phosphorylation,18>	0.41000000000000003	0.59	792.5539	1140.5044	[2,17]	[2,17]
85	409895.81928859506	<phosphorylation,4><phosphorylation,11>	<phosphorylation,5><phosphorylation,11>	0.41000000000000003	0.59	5155.17965	7418.42925	[13]	[13]
86	264646.7352333811	<phosphorylation,3>	<phosphorylation,4>	0.41000000000000003	0.59	7622.34329	10968.73791	[3]	[]
87	3381463.198229923	<phosphorylation,9>	<phosphorylation,5>	0.41000000000000003	0.59	37577.60315	54075.08745	[1]	[1,7]
88	125059.62626558686	<phosphorylation,4>	<phosphorylation,1>	0.41000000000000003	0.59	3364.94532	4842.23838	[]	[]
89	347814.5536343516	<phosphorylation,22>	<phosphorylation,26>	0.41000000000000003	0.59	2751.42755	3959.37135	[10]	[10,25]
90	894818.2090711647	<phosphorylation,6>	<phosphorylation,3>	0.41000000000000003	0.59	18424.59742	26513.44507	[]	[]
91	174186.9793735926	<phosphorylation,7>	<phosphorylation,5>	0.41000000000000003	0.59	2520.78402	3627.46968	[]	[]
92	6259335.004227051	<phosphorylation,7>	<phosphorylation,8>	0.41000000000000003	0.59	47894.36271	68921.15609	[]	[]
93	3453128.7651729253	<phosphorylation,5>	<phosphorylation,7>	0.41000000000000003	0.59	82232.7019	118334.8637	[3]	[3]
94	248324.30611563867	<phosphorylation,6>	<phosphorylation,3>	0.41000000000000003	0.59	4323.41732	6221.50298	[]	[]
95	678756.1132713982	<phosphorylation,7>	<phosphorylation,5>	0.41000000000000003	0.59	8306.42194	11953.14376	[2,3]	[2,3]
96	332402.38532647555	<phosphorylation,4><Oxidation,18>	<phosphorylation,3><Oxidation,18>	0.41000000000000003	0.59	2631.62182	3786.96798	[18,24]	[18,24]
97	681385.603800274	<phosphorylation,5>	<phosphorylation,3>	0.41000000000000003	0.59	10596.56931	15248.72169	[]	[]
98	457511.0596943529	<phosphorylation,5>	<phosphorylation,3>	0.41000000000000003	0.59	5646.04543	8124.79708	[2]	[2]
99	2601931.7869941313	<phosphorylation,12>	<phosphorylation,11>	0.41000000000000003	0.59	24549.53105	35327.37395	[]	[]
100	497197.0626163072	<phosphorylation,7>	<phosphorylation,11>	0.41000000000000003	0.59	4549.72388	6547.16363	[]	[10]
101	375684.2661821304	<phosphorylation,7>	<phosphorylation,3>	0.41000000000000003	0.59	4281.8391	6161.6709	[16]	[16]
102	3239203.3733167294	<phosphorylation,5>	<phosphorylation,3>	0.41000000000000003	0.59	25239.28004	36319.93956	[]	[]
103	276295.00545847876	<phosphorylation,8><Oxidation,9>	<phosphorylation,4><Oxidation,5>	0.41000000000000003	0.59	4077.08883	5867.03027	[6]	[]
104	2714295.3026050366	<phosphorylation,3><phosphorylation,5>	<phosphorylation,3><phosphorylation,6>	0.41000000000000003	0.59	24949.5833	35903.0589	[]	[]
105	309620.5736003548	<phosphorylation,2>	<phosphorylation,4>	0.41000000000000003	0.59	8253.24896	11876.62655	[]	[]
106	292082.7407347433	<phosphorylation,1>	<phosphorylation,2>	0.41000000000000003	0.59	6360.15509	9152.41831	[2]	[2]
107	482950.42577427387	<phosphorylation,2>	<phosphorylation,1>	0.41000000000000003	0.59	12382.70955	17819.02105	[]	[]
108	2061998.260304028	<phosphorylation,1>	<phosphorylation,4>	0.41000000000000003	0.59	13944.60131	20066.62139	[]	[]
109	91691.69853000852	<phosphorylation,3>	<phosphorylation,1>	0.41000000000000003	0.59	4748.56108	6833.29522	[]	[]
110	455626.9511857613	<phosphorylation,4>	<phosphorylation,6>	0.41000000000000003	0.59	23517.26626	33841.91974	[]	[]
111	2012179.9107544664	<phosphorylation,13>	<phosphorylation,17>	0.41000000000000003	0.59	19283.3414	27749.1986	[8]	[8]
112	173468.9464439895	<phosphorylation,4>	<phosphorylation,3>	0.41000000000000003	0.59	2733.04155	3932.91345	[]	[]
113	12096668.506237758	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	136208.14795	196006.84705	[2]	[]
114	391576.24148900475	<phosphorylation,8>	<phosphorylation,4>	0.41000000000000003	0.59	4433.9254	6380.5268	[3,7,9]	[3,9]
115	421523.9130246611	<phosphorylation,2>	<phosphorylation,3>	0.41000000000000003	0.59	6302.32894	9069.20506	[]	[]
116	2091959.3727828239	<phosphorylation,1>	<phosphorylation,5>	0.41000000000000003	0.59	15389.95885	22146.52615	[]	[]
117	10076.280560496689	<phosphorylation,1>	<phosphorylation,2>	0.41000000000000003	0.59	867.79764	1248.78196	[]	[]
118	1277685.1816600903	<phosphorylation,4>	<phosphorylation,5>	0.41000000000000003	0.59	20970.16082	30176.57288	[]	[]
119	20292.342411525813	<phosphorylation,1><phosphorylation,4>	<phosphorylation,1><phosphorylation,5>	0.41000000000000003	0.59	1199.94647	1726.75223	[]	[]
120	980168.7903338133	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	20237.93595	29122.88345	[]	[]
121	3361535.270627518	<Oxidation,3><phosphorylation,10>	<Oxidation,3><phosphorylation,11>	0.41000000000000003	0.59	21064.11851	30311.78029	[3]	[3]
122	62943.81463758921	<phosphorylation,1>	<phosphorylation,2>	0.41000000000000003	0.59	6756.2597	9722.4225	[5]	[5]
123	2365063.2157309735	<phosphorylation,4><Oxidation,10>	<phosphorylation,2><Oxidation,10>	0.41000000000000003	0.59	18478.66363	26591.24767	[6]	[6]
124	52467.454946247424	<phosphorylation,3>	<phosphorylation,6>	0.41000000000000003	0.59	975.52177	1403.79963	[7]	[7]
125	535917.3965620716	<phosphorylation,5><phosphorylation,12><phosphorylation,13>	<phosphorylation,1><phosphorylation,12><phosphorylation,13>	0.41000000000000003	0.59	3311.90661	4765.91439	[18,21]	[18,21]
126	396895.7660044496	<phosphorylation,5>	<phosphorylation,4>	0.41000000000000003	0.59	18367.76376	26431.66004	[]	[]
127	259594.33943023876	<phosphorylation,9>	<phosphorylation,3>	0.41000000000000003	0.59	2869.02252	4128.59338	[]	[]
128	248593.68978966755	<phosphorylation,5><Oxidation,11>	<phosphorylation,8><Oxidation,11>	0.41000000000000003	0.59	4504.26418	6481.74602	[1,2]	[1,2]
129	743376.9813593957	<phosphorylation,11>	<phosphorylation,12>	0.41000000000000003	0.59	16429.54821	23642.52059	[]	[]
130	144449.2502426601	<phosphorylation,7>	<phosphorylation,8>	0.41000000000000003	0.59	3368.7839	4847.7622	[]	[]
131	815666.4992268923	<phosphorylation,6>	<phosphorylation,7>	0.41000000000000003	0.59	15049.54229	21656.65841	[]	[]
132	343460.8506245007	<phosphorylation,4>	<phosphorylation,6>	0.41000000000000003	0.59	3771.73202	5427.61438	[]	[]
133	4337826.473948212	<phosphorylation,14>	<phosphorylation,11>	0.41000000000000003	0.59	38768.02572	55788.13458	[]	[]
134	90426.05957564237	<Oxidation,3><phosphorylation,6>	<Oxidation,3><phosphorylation,7>	0.41000000000000003	0.59	2417.79964	3479.27266	[]	[]
135	673564.6375313004	<phosphorylation,13>	<phosphorylation,18>	0.41000000000000003	0.59	17434.15071	25088.16809	[]	[]
136	531427.2023875319	<phosphorylation,5>	<phosphorylation,11>	0.41000000000000003	0.59	9523.40054	13704.40566	[]	[]
137	885562.7021389453	<phosphorylation,1>	<phosphorylation,4>	0.41000000000000003	0.59	13221.27254	19025.73366	[]	[]
138	893933.1632243093	<phosphorylation,11>	<phosphorylation,13>	0.41000000000000003	0.59	9255.68542	13319.15707	[7]	[7,12]
139	502504.49444995227	<phosphorylation,2>	<phosphorylation,1>	0.41000000000000003	0.59	6660.35234	9584.40946	[10]	[10]
140	421455.09021806373	<phosphorylation,11>	<phosphorylation,17>	0.41000000000000003	0.59	7754.51024	11158.92936	[]	[]
141	263675.8046990986	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	7842.18841	11285.10039	[]	[]
142	225133.05012360966	<phosphorylation,3>	<phosphorylation,5>	0.41000000000000003	0.59	5669.66618	8158.78792	[6]	[6]
143	237634.33435407726	<phosphorylation,6>	<phosphorylation,8>	0.41000000000000003	0.59	6952.92174	10005.42396	[]	[]
144	184653.96393147847	<phosphorylation,4>	<phosphorylation,6>	0.41000000000000003	0.59	3929.5967	5654.7855	[3]	[3]
145	495021.4631135398	<phosphorylation,6><Oxidation,19>	<phosphorylation,8><Oxidation,19>	0.41000000000000003	0.59	8920.00932	12836.11098	[9,20]	[9,20]
146	344554.80474536226	<phosphorylation,6>	<phosphorylation,7>	0.41000000000000003	0.59	4124.15277	5934.75643	[]	[]
147	7328075.451704795	<phosphorylation,9>	<phosphorylation,3>	0.41000000000000003	0.59	57141.37303	82227.82947	[14,19]	[14,19]
148	382238.7015500743	<phosphorylation,3>	<phosphorylation,5>	0.41000000000000003	0.59	8696.98601	12515.17499	[3]	[]
149	580016.154149649	<phosphorylation,14>	<phosphorylation,12>	0.41000000000000003	0.59	3914.57676	5633.17144	[13,14]	[14]
150	450990.75716353074	<phosphorylation,9>	<phosphorylation,8>	0.41000000000000003	0.59	5825.41227	8382.91033	[14]	[14]
151	104572.08534583547	<phosphorylation,4>	<phosphorylation,3>	0.41000000000000003	0.59	2525.3991	3634.1109	[5]	[5]
152	1588689.1070425548	<phosphorylation,2>	<phosphorylation,3>	0.41000000000000003	0.59	15752.98794	22668.93386	[]	[]
153	451708.1351906698	<phosphorylation,2><Oxidation,6>	<phosphorylation,4><Oxidation,6>	0.41000000000000003	0.59	3789.44845	5453.10875	[]	[]
154	151741.2832783408	<phosphorylation,3><Oxidation,4><phosphorylation,6>	<phosphorylation,3><Oxidation,4><phosphorylation,8>	0.41000000000000003	0.59	1566.2346	2253.8498	[]	[]
155	1386025.0877987912	<phosphorylation,2>	<phosphorylation,3>	0.41000000000000003	0.59	44639.3363	64237.0937	[3]	[3]
156	2300141.456712148	<Oxidation,6><phosphorylation,9>	<Oxidation,6><phosphorylation,13>	0.41000000000000003	0.59	26007.08002	37424.82247	[]	[]
157	1531404.547143002	<phosphorylation,12>	<phosphorylation,11>	0.41000000000000003	0.59	11601.37009	16694.65451	[8]	[8]
158	2772778.387677518	<phosphorylation,3>	<phosphorylation,6>	0.41000000000000003	0.59	36648.92625	52738.69875	[10]	[10]
159	533192.6601102974	<phosphorylation,22>	<phosphorylation,27>	0.41000000000000003	0.59	3351.52421	4822.92509	[14,15]	[14,15]
160	3245282.973706547	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	35544.18892	51148.95478	[3]	[3]
161	107029.86100498385	<phosphorylation,5><phosphorylation,7>	<phosphorylation,7><phosphorylation,8>	0.41000000000000003	0.59	3800.49209	5469.00081	[7]	[]
162	152249.8557461205	<phosphorylation,1>	<phosphorylation,2>	0.41000000000000003	0.59	4225.62298	6080.77452	[]	[]
163	500023.48507684306	<phosphorylation,5>	<phosphorylation,4>	0.41000000000000003	0.59	7380.63652	10620.91597	[]	[]
164	1005132.4472313218	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	14879.65633	21412.18837	[8]	[8]
165	1191146.3109880686	<phosphorylation,2><phosphorylation,8>	<phosphorylation,3><phosphorylation,8>	0.41000000000000003	0.59	6968.94171	10028.47709	[24]	[24]
166	1207978.0420094742	<phosphorylation,6>	<phosphorylation,10>	0.41000000000000003	0.59	19839.11075	28548.96425	[]	[]
167	694355.3134936244	<phosphorylation,1>	<phosphorylation,4>	0.41000000000000003	0.59	7422.18519	10680.70551	[5]	[5]
168	725478.0575956869	<phosphorylation,5><phosphorylation,12>	<phosphorylation,5><phosphorylation,14>	0.41000000000000003	0.59	5818.00353	8372.24897	[]	[]
169	127508.47527743029	<phosphorylation,2>	<phosphorylation,3>	0.41000000000000003	0.59	4092.29979	5888.91921	[]	[]
170	1682485.927435627	<phosphorylation,10>	<phosphorylation,3>	0.41000000000000003	0.59	14487.84249	20848.35871	[]	[]
171	880957.229735425	<phosphorylation,15>	<phosphorylation,17>	0.41000000000000003	0.59	7408.16671	10660.53259	[19]	[19]
172	1436566.8970236632	<phosphorylation,9>	<phosphorylation,6>	0.41000000000000003	0.59	11337.25235	16314.58265	[]	[]
173	15794.069948800017	<phosphorylation,3>	<phosphorylation,4>	0.41000000000000003	0.59	1538.1264	2213.4014	[4]	[4]
174	177041.44907006464	<phosphorylation,14>	<phosphorylation,12>	0.41000000000000003	0.59	10723.60818	15431.53372	[18]	[18]
175	158419.69315418488	<phosphorylation,6>	<phosphorylation,9>	0.41000000000000003	0.59	2082.67442	2997.01928	[]	[]
176	647619.6228656408	<phosphorylation,7>	<phosphorylation,6>	0.41000000000000003	0.59	22633.90162	32570.73648	[]	[]
177	269175.3454493312	<phosphorylation,4>	<phosphorylation,5>	0.41000000000000003	0.59	3545.53498	5102.11132	[]	[]
178	2533916.3466491285	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	94261.9356	135645.2244	[]	[]
179	77561.01751614647	<phosphorylation,8>	<phosphorylation,10>	0.41000000000000003	0.59	2871.02758	4131.47872	[3]	[3]
180	190790.11278647126	<phosphorylation,2>	<phosphorylation,3>	0.41000000000000003	0.59	2959.94514	4259.43326	[13]	[13]
181	261735.84173853707	<phosphorylation,9>	<phosphorylation,8>	0.41000000000000003	0.59	2719.40659	3913.29241	[]	[]
182	261294.57102258215	<phosphorylation,1>	<phosphorylation,4>	0.41000000000000003	0.59	5519.23599	7942.31521	[4]	[1,4]
183	285910.005272529	<phosphorylation,12><Oxidation,15>	<phosphorylation,9><Oxidation,15>	0.41000000000000003	0.59	1992.77991	2867.65889	[14,18]	[14,18]
184	20262934.323480092	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	260008.53355	374158.62145	[]	[]
185	757934.6413383175	<phosphorylation,5>	<phosphorylation,3>	0.41000000000000003	0.59	24760.9118	35631.556	[]	[]
186	1866768.9887219414	<phosphorylation,10>	<phosphorylation,13>	0.41000000000000003	0.59	21975.45655	31623.21796	[]	[]
187	853787.5715069408	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	12626.42253	18169.72997	[]	[]
188	19643.37219325939	<phosphorylation,3>	<phosphorylation,5>	0.41000000000000003	0.59	1157.34931	1665.45389	[8]	[8]
189	1221295.285939658	<phosphorylation,10>	<phosphorylation,12>	0.41000000000000003	0.59	14199.23726	20433.04874	[8,9,10]	[8,9]
190	916334.0393819606	<phosphorylation,4>	<phosphorylation,6>	0.41000000000000003	0.59	15767.74458	22690.16902	[]	[]
191	7721908.0665706005	<phosphorylation,7>	<phosphorylation,6>	0.41000000000000003	0.59	96616.86187	139034.02073	[]	[]
192	34338034.22334825	<phosphorylation,10>	<phosphorylation,15>	0.41000000000000003	0.59	1385281.924	1993454.476	[]	[]
193	140265.1716416898	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	5548.77301	7984.81969	[]	[]
194	1158208.7254437977	<phosphorylation,6>	<phosphorylation,9>	0.41000000000000003	0.59	10448.80359	15036.08321	[18]	[18]
195	292316.1369617713	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	3596.89851	5176.02469	[]	[1]
196	1345010.010787071	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	14986.55616	21566.01984	[3,7,18]	[3,7,18]
197	274367.2976876516	<phosphorylation,1>	<phosphorylation,3>	0.41000000000000003	0.59	6624.81227	9533.26643	[]	[]
198	178315.42319799034	<phosphorylation,3>	<phosphorylation,2>	0.41000000000000003	0.59	2956.07458	4253.86342	[6]	[6]
199	707700.0719266285	<phosphorylation,4>	<phosphorylation,2>	0.41000000000000003	0.59	11135.75375	16024.62125	[]	[]
200	416779.13735169114	<phosphorylation,12>	<phosphorylation,15>	0.41000000000000003	0.59	7285.60135	10484.15805	[9]	[9]
201	1602024.638193189	<phosphorylation,3>	<phosphorylation,1>	0.41000000000000003	0.59	22755.18889	32745.27181	[7,8]	[7,8]
202	2613736.5703715584	<phosphorylation,9>	<phosphorylation,14>	0.41000000000000003	0.59	24128.11665	34720.94835	[10,16]	[16]
203	918380.3280406126	<phosphorylation,9>	<phosphorylation,7>	0.41000000000000003	0.59	5641.72333	8118.57747	[24]	[24]
204	528823.9925832497	<phosphorylation,4>	<phosphorylation,7>	0.41000000000000003	0.59	19853.68523	28569.93727	[]	[]
205	476532.7827874807	<phosphorylation,8>	<phosphorylation,10>	0.41000000000000003	0.59	5695.96346	8196.63034	[]	[]
